doi,polymer(s),is_solvent_blend,solvent(s),solvent_components,solution_concentration,solution_concentration_unit,needle_type,needle_diameter_g,collector_type,rotation_speed_rpm,voltage_kv,flow_rate_ml/h,tip_collector_distance_cm,temperature_c,humidity_%,was_formation_stable,fiber_diameter_nm,fiber_diameter_variation_nm,tail_observation
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,15,,45,TRUE,120,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,15,,45,TRUE,197,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,2,,45,TRUE,218,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,3,,45,TRUE,221,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,4,,45,TRUE,225,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,5,,45,TRUE,203,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,6,,45,TRUE,190,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,7,,45,TRUE,185,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,8,,45,TRUE,187,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,9,,45,TRUE,190,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,10,,45,TRUE,185,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,15,,45,TRUE,156,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,2,,45,TRUE,163,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,3,,45,TRUE,159,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,4,,45,TRUE,143,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,5,,45,TRUE,150,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,6,,45,TRUE,110,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,7,,45,TRUE,100,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,8,,45,TRUE,113,21,FALSE
DOI10.1002/app.32569,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5,wt%,Single Needle,21,Flat With Ethanol Bath,,18,1,9,,45,TRUE,103,21,FALSE
https://doi.org/10.1515/epoly-2022-8106,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,22,Rolling Drum,300,16,0.54,14,,45,TRUE,275.58,,FALSE
https://doi.org/10.1515/epoly-2022-8106,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,22,Rolling Drum,300,16,0.54,16,,45,TRUE,270.69,,FALSE
https://doi.org/10.1515/epoly-2022-8106,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,22,Rolling Drum,300,16,0.54,18,,45,TRUE,263.68,,FALSE
https://doi.org/10.1515/epoly-2022-8106,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,22,Rolling Drum,300,16,0.54,20,,45,TRUE,271.97,,FALSE
https://doi.org/10.1515/epoly-2022-8106,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,22,Rolling Drum,300,16,0.54,22,,45,TRUE,276.48,,FALSE
https://doi.org/10.1515/epoly-2022-8106,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,22,Rolling Drum,300,12,0.42,18,,45,TRUE,237.88,,FALSE
https://doi.org/10.1515/epoly-2022-8106,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,22,Rolling Drum,300,14,0.42,18,,45,TRUE,242.22,,FALSE
https://doi.org/10.1515/epoly-2022-8106,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,22,Rolling Drum,300,16,0.42,18,,45,TRUE,255.35,,FALSE
https://doi.org/10.1515/epoly-2022-8106,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,22,Rolling Drum,300,18,0.42,18,,45,TRUE,259.69,,FALSE
https://doi.org/10.1515/epoly-2022-8106,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,22,Rolling Drum,300,20,0.42,18,,45,TRUE,250.28,,FALSE
https://doi.org/10.1515/epoly-2022-8106,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,22,Rolling Drum,300,16,0.36,18,,45,TRUE,237.84,,FALSE
https://doi.org/10.1515/epoly-2022-8106,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,22,Rolling Drum,300,16,0.42,18,,45,TRUE,247.6,,FALSE
https://doi.org/10.1515/epoly-2022-8106,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,22,Rolling Drum,300,16,0.48,18,,45,TRUE,255.6,,FALSE
https://doi.org/10.1515/epoly-2022-8106,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,22,Rolling Drum,300,16,0.54,18,,45,TRUE,260.64,,FALSE
https://doi.org/10.1515/epoly-2022-8106,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,22,Rolling Drum,300,16,0.6,18,,45,TRUE,263.02,,FALSE
https://doi.org/10.3390/polym15132813,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,15,0.3,12,25,30,TRUE,280,,FALSE
https://doi.org/10.3390/polym15132813,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,15,0.4,12,25,30,TRUE,295,,FALSE
https://doi.org/10.3390/polym15132813,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,15,0.5,14,25,30,TRUE,196,,FALSE
https://doi.org/10.3390/polym15132813,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,15,0.3,16,25,30,TRUE,200,,FALSE
https://doi.org/10.3390/polym15132813,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,15,0.4,16,25,30,TRUE,212,,FALSE
https://doi.org/10.3390/polym15132813,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,15,0.2,18,25,30,TRUE,174,,FALSE
https://doi.org/10.3390/polym15132813,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,15,0.5,18,25,30,TRUE,213,,FALSE
https://doi.org/10.3390/polym15132813,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,15,0.2,20,25,30,TRUE,235,,FALSE
https://doi.org/10.3390/polym15132813,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,15,0.3,20,25,30,TRUE,307,,FALSE
https://doi.org/10.3390/polym15132813,PAN,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,15,0.5,20,25,30,TRUE,166,,FALSE
https://doi.org/10.1515/epoly-2014-0110,PCL,FALSE,ACETIC_ACID,"[{""solventName"": ""ACETIC_ACID"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,23,Flat,,20,0.5,15,25,20,TRUE,580,160,FALSE
https://doi.org/10.1515/epoly-2014-0110,PCL,FALSE,ACETIC_ACID,"[{""solventName"": ""ACETIC_ACID"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,23,Flat,,20,0.5,15,35,20,TRUE,200,80,FALSE
https://doi.org/10.1515/epoly-2014-0110,PCL,FALSE,ACETIC_ACID,"[{""solventName"": ""ACETIC_ACID"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,23,Flat,,20,0.5,15,45,20,TRUE,160,60,FALSE
https://doi.org/10.1515/epoly-2014-0110,PCL,FALSE,ACETIC_ACID,"[{""solventName"": ""ACETIC_ACID"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",16,wt%,Single Needle,23,Flat,,20,0.5,15,25,20,TRUE,460,200,FALSE
https://doi.org/10.1515/epoly-2014-0110,PCL,FALSE,ACETIC_ACID,"[{""solventName"": ""ACETIC_ACID"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",16,wt%,Single Needle,23,Flat,,20,0.5,15,35,20,TRUE,185,80,FALSE
https://doi.org/10.1515/epoly-2014-0110,PCL,FALSE,ACETIC_ACID,"[{""solventName"": ""ACETIC_ACID"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",16,wt%,Single Needle,23,Flat,,20,0.5,15,45,20,TRUE,160,50,FALSE
https://doi.org/10.1515/epoly-2014-0110,PCL,FALSE,ACETIC_ACID,"[{""solventName"": ""ACETIC_ACID"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",20,wt%,Single Needle,23,Flat,,20,0.5,15,45,20,TRUE,220,80,FALSE
DOI10.1007/s00521-017-2996-6,PCL,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,21,Rolling Drum,100,18,0.5,10,,45,TRUE,397,,FALSE
DOI10.1007/s00521-017-2996-6,PCL,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,21,Rolling Drum,100,18,0.5,12,,45,TRUE,197,,FALSE
DOI10.1007/s00521-017-2996-6,PCL,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,21,Rolling Drum,100,18,0.5,8,,45,TRUE,191,,FALSE
DOI10.1007/s00521-017-2996-6,PCL,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8,wt%,Single Needle,21,Rolling Drum,100,15,0.5,10,,45,TRUE,372,,FALSE
DOI10.1007/s00521-017-2996-6,PCL,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12,wt%,Single Needle,21,Rolling Drum,100,21,0.5,10,,45,TRUE,314,,FALSE
DOI10.1007/s00521-017-2996-6,PCL,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8,wt%,Single Needle,21,Rolling Drum,100,21,0.5,10,,45,TRUE,320,,FALSE
DOI10.1007/s00521-017-2996-6,PCL,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8,wt%,Single Needle,21,Rolling Drum,100,18,0.5,8,,45,TRUE,317,,FALSE
DOI10.1007/s00521-017-2996-6,PCL,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,21,Rolling Drum,100,21,0.5,12,,45,TRUE,287,,FALSE
DOI10.1007/s00521-017-2996-6,PCL,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,21,Rolling Drum,100,18,0.5,10,,45,TRUE,324,,FALSE
DOI10.1007/s00521-017-2996-6,PCL,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8,wt%,Single Needle,21,Rolling Drum,100,18,0.5,12,,45,TRUE,298,,FALSE
DOI10.1007/s00521-017-2996-6,PCL,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,21,Rolling Drum,100,18,0.5,10,,45,TRUE,359,,FALSE
DOI10.1007/s00521-017-2996-6,PCL,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,21,Rolling Drum,100,15,0.5,8,,45,TRUE,313,,FALSE
DOI10.1007/s00521-017-2996-6,PCL,FALSE,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,21,Rolling Drum,100,18,0.5,10,,45,TRUE,348,,FALSE
https://doi.org/10.1002/app.52131,PCL,TRUE,CHLOROFORM-ETHANOL,"[{""solventName"": ""CHLOROFORM"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",8,wt%,Single Needle,20,Flat,,18,0.3,13.5,21,55,TRUE,638,272,FALSE
https://doi.org/10.1002/app.52131,PCL,TRUE,CHLOROFORM-ETHANOL,"[{""solventName"": ""CHLOROFORM"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",8,wt%,Single Needle,20,Flat,,15,0.3,10,21,55,TRUE,722,477,FALSE
https://doi.org/10.1002/app.52131,PCL,TRUE,CHLOROFORM-ETHANOL,"[{""solventName"": ""CHLOROFORM"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",8,wt%,Single Needle,20,Flat,,15,0.5,13.5,21,55,TRUE,617,414,FALSE
https://doi.org/10.1002/app.52131,PCL,TRUE,CHLOROFORM-ETHANOL,"[{""solventName"": ""CHLOROFORM"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",8,wt%,Single Needle,20,Flat,,15,0.3,17,21,55,TRUE,782,442,FALSE
